State,Account_Length,International_Plan,Number_Vmail_Messages,Total_Day_Charge,Total_Eve_Charge,Total_Night_Charge,Total_Intl_Charge,Customer_Service_Calls,Total_Charge,Churn
RI,127,0,27,23.82,18.99,11.61,1.03,1,55.45,0
NM,105,0,0,32.93,15.57,13.22,2.92,1,64.64,0
TX,126,0,0,32.45,12.72,8.61,3.51,1,57.29,0
RI,113,0,0,15.4,14.5,6.18,1.46,1,37.54,0
NE,112,1,16,34.05,16.81,6.8,2.81,1,60.47,0
NE,61,0,0,45.41,15.33,10.38,4.67,1,75.79,1
RI,63,1,0,10.69,17.25,11.66,2.4,1,42,0
ME,175,0,0,22.44,19.65,14.1,2.35,1,58.54,0
MS,98,1,23,41.74,24.88,8.28,2.92,1,77.82,0
AR,153,0,0,26.28,22.36,16.55,4.19,1,69.38,0
FL,31,0,0,28.12,17.31,9.08,2.21,1,56.72,0
KY,122,0,0,28.61,7.45,11.12,2.27,1,49.45,0
IN,46,0,34,32.54,30.75,6.64,1.94,1,71.87,0
FL,103,0,0,26.98,16.86,8.15,2.84,1,54.83,0
IL,68,1,29,33.24,14.59,9.18,3.65,1,60.66,1
WI,153,0,0,27.12,23.42,7.95,2.73,1,61.22,1
NY,126,1,0,40.75,23.94,8.26,3.08,1,76.03,1
HI,111,0,13,32.83,9.49,10.23,3.27,1,55.82,0
GA,131,0,0,33.49,17.09,6.8,3.13,1,60.51,0
ME,19,0,0,34.26,10.98,9.93,3.48,1,58.65,0
OH,135,0,0,29.48,18.87,2.89,3.7,1,54.94,0
TN,129,0,0,17.24,21.17,7.09,1.92,1,47.42,0
MD,130,0,45,29.67,18.49,9.91,3.29,1,61.36,0
WV,152,1,41,24.96,24.28,9.61,1.16,1,60.01,1
AK,1,0,0,29.78,12.89,10.37,1.43,1,54.47,0
AL,148,0,21,44.69,12.71,6.32,2.19,1,65.91,0
MT,143,0,22,24.11,14.22,8.01,2.11,1,48.45,0
NM,90,0,0,28.48,11.82,6.23,3.51,1,50.04,0
DC,123,0,28,21.2,21.28,9.74,2.11,1,54.33,0
RI,180,0,0,24.36,15.34,8.29,2.73,1,50.72,0
IA,143,0,33,24.04,15.84,9.45,2.08,1,51.41,0
MN,53,0,0,27.9,17.51,8.76,3.08,1,57.25,0
MT,101,0,0,26.25,18.46,8.34,3.75,1,56.8,0
ND,122,0,0,39.3,22.76,10.81,2.38,1,75.25,1
TN,196,0,0,22.63,17.55,9.97,2.78,1,52.93,0
TN,115,0,0,35.05,14.99,13.37,2.97,1,66.38,0
NC,76,0,0,28.17,21.88,7.69,2.7,1,60.44,0
MD,189,0,30,26.38,16.62,7.65,4.16,1,54.81,0
OK,84,0,0,34.58,15.55,9.62,3.73,1,63.48,0
KS,186,0,0,23.43,15.95,6.59,2.35,1,48.32,0
IN,130,0,0,19.65,14.26,6.38,3.4,1,43.69,0
MS,120,0,0,22.39,13.86,9.05,2.89,1,48.19,0
VT,68,0,0,27,18,8.91,2.78,1,56.69,0
KS,166,1,28,29.89,21.56,5.78,3.08,1,60.31,0
ID,130,0,0,44.83,15.85,8.79,4.94,1,74.41,1
NC,75,0,0,34.56,19.46,10,3.86,1,67.88,0
WV,104,0,0,38.4,13.84,12.24,2.73,1,67.21,0
NY,160,0,0,36.86,17.62,10.29,1.51,1,66.28,0
WI,95,0,0,40.34,13.09,10.67,3.02,1,67.12,0
PA,85,0,0,24.55,22.49,8.34,2.67,1,58.05,0
TN,148,0,36,13.19,17.6,11.51,2.94,1,45.24,0
MA,80,0,36,32.35,21.81,9.67,1.03,1,64.86,0
WA,96,0,0,47.07,20.99,11.45,2.78,1,82.29,1
NE,31,0,0,16.58,22.13,3.99,1.89,1,44.59,0
OR,82,0,19,24.91,20.94,8.96,1.11,1,55.92,0
NM,112,0,0,13.87,22.79,6.34,2.32,1,45.32,0
WI,103,0,0,30.63,8.3,8.18,2.27,1,49.38,0
UT,201,0,0,36.16,19.14,8.78,1.89,1,65.97,0
HI,150,0,0,36.38,16.35,10.92,2.13,1,65.78,0
MO,101,1,0,26.59,11.08,9.33,1.97,1,48.97,0
AL,182,0,24,21.78,12.19,8.59,3.13,1,45.69,0
VT,128,0,0,38.74,25.72,8.62,1.49,1,74.57,1
VA,113,0,34,7.63,11.41,7.58,3.59,1,30.21,0
RI,76,0,0,29.09,21.86,4.12,4.37,1,59.44,0
CO,103,0,37,26.1,20.56,11.01,2.86,1,60.53,0
UT,148,0,0,34.51,12.83,11.05,3.94,1,62.33,0
DC,70,0,0,25.98,15.61,6.83,2.84,1,51.26,0
SC,111,0,0,13.31,16.85,11.18,3.27,1,44.61,0
WV,120,0,0,32.74,17.54,12.74,2.92,1,65.94,0
NJ,107,0,36,16.37,15.27,7.48,2.78,1,41.9,0
NM,183,0,0,32.3,20.96,13.69,2.57,1,69.52,0
ND,27,0,0,38.66,21.08,2.76,2.11,1,64.61,0
NM,84,0,41,26.16,11.96,9.8,3.46,1,51.38,0
WV,58,0,39,36.02,23.32,9.47,1.46,1,70.27,0
IA,88,0,0,19.33,14.03,6.37,2.92,1,42.65,0
WA,152,0,0,27.44,13.91,6.89,3.19,1,51.43,0
PA,142,0,40,39.22,21.83,11.88,1.73,1,74.66,0
ID,105,0,0,39.54,21.54,6.93,2.84,1,70.85,0
SC,88,0,0,26.1,21.39,8.2,2.3,1,57.99,0
IL,117,0,0,34.32,18.05,7.96,2.11,1,62.44,0
MA,87,0,0,31.77,15.52,6.44,1.13,1,54.86,0
CT,129,0,27,33.42,15.35,11.03,1.78,1,61.58,0
WI,142,0,0,39.46,14.3,8.88,2.67,1,65.31,0
KS,101,0,0,39.32,19.1,9.66,1.94,1,70.02,0
KS,127,0,24,26.32,15.06,9.34,2.43,1,53.15,0
NY,120,0,27,21.85,13.91,10.93,0,1,46.69,0
AZ,48,0,27,23.99,19.1,7.84,3.56,1,54.49,0
IN,114,0,0,34.65,7.46,7.48,3.16,1,52.75,0
AL,106,0,29,14.21,17.33,10.33,2.19,1,44.06,0
WV,159,0,0,28.87,16.8,8.72,3.13,1,57.52,0
KS,128,0,25,45.07,16.78,11.01,2.7,1,75.56,0
OH,107,0,26,27.47,16.62,11.45,3.7,1,59.24,0
IA,168,0,0,21.9,8.92,6.35,3.02,1,40.19,0
ID,85,0,27,33.39,23.88,4.02,3.73,1,65.02,0
VA,76,0,33,32.25,18.09,7.46,2.7,1,60.5,0
TX,73,0,0,38.15,13.56,8.68,3.51,1,63.9,0
NH,75,0,0,38.44,17.13,11.08,2.78,1,69.43,0
AZ,12,0,0,42.43,21.45,12.61,3.19,1,79.68,1
MA,78,0,0,22.24,19.01,10.25,2.7,1,54.2,0
NJ,149,0,0,23.87,23.1,8.47,3,1,58.44,0
WI,64,0,0,26.18,19.19,11.94,0.95,1,58.26,0
WY,97,0,24,22.64,18.46,3.18,2.97,1,47.25,0
IN,60,0,0,37.5,17.94,11.21,1.84,1,68.49,0
IN,81,0,0,29.84,21.19,12.16,2.75,1,65.94,0
CO,141,0,0,21.57,15.3,6.34,2.16,1,45.37,0
OK,125,0,0,38.98,15.08,8.52,3.24,1,65.82,0
ID,174,0,0,32.66,14.44,7.5,3.08,1,57.68,0
UT,126,0,0,35.97,18.44,6.91,2.11,1,63.43,0
NV,90,0,0,34.58,19.27,6.86,1.97,1,62.68,0
MN,50,0,0,26.71,18.98,8.16,1.65,1,55.5,0
MD,70,0,0,28.93,13.19,10.29,4.05,1,56.46,0
WV,144,0,0,34.19,25.8,10.08,3.56,1,73.63,0
GA,70,0,24,42.42,22.07,10.02,2.65,1,77.16,0
WV,111,0,0,36.43,17.72,8.21,3.24,1,65.6,0
NJ,128,0,0,40.44,21.05,9.4,3.75,1,74.64,1
DC,82,0,0,24.46,16.57,4.93,3,1,48.96,0
AR,80,0,0,21.13,14.71,11.39,2.13,1,49.36,0
AK,104,0,0,47.33,6.89,7.34,2.65,1,64.21,0
MS,120,0,0,36.06,17.8,7.52,1.43,1,62.81,1
IN,122,0,0,28.99,14.76,11.19,3.05,1,57.99,0
NM,93,0,21,20.04,13.98,9.76,2.65,1,46.43,0
MI,120,0,0,28.05,26.96,5.36,2.24,1,62.61,0
DE,125,0,0,21.54,17.51,11.15,3.59,1,53.79,0
NJ,64,0,0,27.64,12.95,2.59,3.83,1,47.01,0
NV,74,0,0,48.03,18.69,7.65,2.54,1,76.91,1
NE,46,0,0,35.73,19.32,9,3.54,1,67.59,0
MS,193,0,0,29.05,11.25,5.08,3.13,1,48.51,0
AZ,85,0,0,34.24,19.5,11.36,3.24,1,68.34,0
NJ,78,0,0,39.27,19.58,11.76,2.57,1,73.18,0
AR,163,0,0,33.49,17.22,9.29,2.46,1,62.46,0
AK,127,0,36,31.14,10.78,11.85,3.02,1,56.79,0
DE,110,0,0,25.25,23.49,8.71,3.35,1,60.8,0
VT,103,0,0,41.91,16.62,9.02,3.16,1,70.71,0
UT,83,1,0,46.16,18.39,5.45,3.16,1,73.16,0
IA,113,0,0,32.95,18.82,7.75,2.86,1,62.38,0
RI,56,0,0,38.42,21.12,6.32,1.86,1,67.72,0
FL,115,0,24,24.16,15.59,7.42,2.59,1,49.76,0
MI,62,0,0,16.81,11.51,10.65,3.29,1,42.26,0
OK,146,0,0,35.07,12.63,7.52,1.65,1,56.87,0
GA,185,0,31,32.27,13.88,11.92,2.03,1,60.1,0
DC,148,0,0,34.34,20.67,11.76,2.94,1,69.71,0
AZ,94,0,38,28.92,16.43,4.77,3.46,1,53.58,0
CO,68,0,0,40.31,19,4.38,3.56,1,67.25,0
NM,73,0,0,36.43,22.82,10.85,2.92,1,73.02,0
NY,106,0,0,26.98,5.47,8.93,2.75,1,44.13,0
WY,164,0,0,27.3,13.87,8.42,2.43,1,52.02,0
WA,51,0,0,39.51,15.93,10.4,2.46,1,68.3,0
TX,130,0,0,30.07,7.71,10.71,2.57,1,51.06,0
OK,118,0,23,49.22,14.16,5.36,2.57,1,71.31,0
MD,117,0,23,33.68,15.05,8.12,1.84,1,58.69,0
WA,157,0,0,25.96,21.89,8.91,2.54,1,59.3,0
MO,66,0,36,18.14,17.83,8.57,3.27,1,47.81,0
PA,82,0,24,26.38,20.78,5.51,2.89,1,55.56,0
AZ,86,0,31,28.49,9.61,11.11,3.29,1,52.5,0
MD,136,0,0,42.53,22.7,6.8,3.51,1,75.54,1
TN,127,0,22,28.22,14.83,11.02,2.75,1,56.82,0
OH,63,1,36,33.83,24.76,8.89,2.97,1,70.45,0
ID,92,1,0,29.43,20.43,10.49,2.43,1,62.78,0
AL,73,0,0,32.67,14.33,6.29,2.54,1,55.83,0
IN,36,0,0,43.08,15.5,12.41,2.27,1,73.26,0
DC,108,0,0,23.56,14.65,10.42,2.65,1,51.28,0
TX,114,0,0,14.4,21.24,8.7,3.92,1,48.26,0
UT,59,0,0,26.38,20,7.62,2.35,1,56.35,0
MN,24,0,25,28.03,17.79,10.4,1.81,1,58.03,0
IL,151,0,0,22.87,12.16,10.08,4.16,1,49.27,0
NM,117,0,0,24.36,17.96,8.33,3.11,1,53.76,0
WV,114,0,30,35.05,22.1,13.12,3.08,1,73.35,0
OK,117,0,0,22.9,15.3,9.04,2.08,1,49.32,0
PA,92,0,28,25.69,16.56,10.76,2.7,1,55.71,0
AK,48,0,37,35.99,13.59,6.48,3.29,1,59.35,0
MI,86,0,28,37.67,24.51,10.81,2.43,1,75.42,0
WI,94,0,0,30.11,16.49,6.6,1.59,1,54.79,0
WI,96,0,18,29.36,11.34,11.68,2.65,1,55.03,0
IN,166,0,0,34.71,15.29,9.76,2.57,1,62.33,0
IA,158,0,0,26.86,24.86,10.85,2.46,1,65.03,0
AZ,136,0,0,15.64,21.56,9.63,2.78,1,49.61,0
VT,113,0,0,46.26,22.82,9.62,2.3,1,81,1
MN,62,0,0,42.28,18.7,11.96,3.56,1,76.5,1
TX,110,0,38,40.17,16.65,8.26,2.62,1,67.7,0
MA,39,0,0,10.27,26.03,5.58,3.35,1,45.23,0
WY,114,0,32,21.28,15.11,10.46,3.48,1,50.33,0
OR,148,0,0,14.67,20.96,11.32,3.05,1,50,0
GA,143,0,33,40.66,20.02,7.03,2.57,1,70.28,0
MT,54,0,0,46.34,21.14,8.88,2.57,1,78.93,1
MT,66,0,0,34.22,12.99,10.49,2.03,1,59.73,0
KY,151,0,17,36.5,11.77,7.61,2.32,1,58.2,0
GA,89,0,0,36.21,15.01,11.82,2.46,1,65.5,1
MN,101,0,0,31.26,21.75,12.38,2.92,1,68.31,0
SC,64,0,37,26.28,7.09,7.47,3.59,1,44.43,0
WI,81,0,33,27.47,10.46,11.76,3.29,1,52.98,0
VT,162,0,0,37.5,13.19,8.4,2.84,1,61.93,0
AR,79,0,0,25.87,15.06,4.34,1.43,1,46.7,0
ME,31,0,0,28.24,6.74,9.62,3.43,1,48.03,0
NE,37,1,39,25.45,17.94,5.14,2.48,1,51.01,0
SC,90,0,29,25.52,22.5,8.03,1.57,1,57.62,0
CO,159,1,0,43.71,26.54,8.24,2.38,1,80.87,1
OH,39,0,36,24.09,19.75,9.99,3.24,1,57.07,0
CO,154,0,0,59.64,18.4,11.43,2.73,1,92.2,1
MD,45,0,0,13.29,21.54,11.48,4.86,1,51.17,0
KS,132,0,0,14.18,19.74,6.6,2.05,1,42.57,0
ND,79,0,0,34.97,18.23,10.17,1.81,1,65.18,0
MO,95,1,0,28.14,24.33,8.95,3.11,1,64.53,1
OK,97,0,0,25.77,13.21,10.8,3.97,1,53.75,0
IN,117,1,22,33.32,27.43,10.15,1,1,71.9,0
WI,85,0,0,17.34,22.97,6.67,2.89,1,49.87,0
WV,43,0,0,28.63,20.72,9.66,3,1,62.01,0
IL,84,0,0,30.86,11.11,8.39,2.3,1,52.66,0
DC,66,0,0,28.44,19.55,8.63,2.86,1,59.48,1
GA,98,0,31,20.57,18.61,10.2,3.24,1,52.62,0
KY,119,0,0,37.88,13.87,7.23,3.02,1,62,0
RI,133,1,0,21.64,21.36,6.08,2.78,1,51.86,0
DE,224,1,0,29.16,13.6,9.56,1.35,1,53.67,1
SD,128,0,34,24.19,16.56,10.77,4.32,1,55.84,0
MN,51,0,0,44.18,14.98,3.47,4.13,1,66.76,0
ME,163,0,0,20.81,9.64,8.11,3.38,1,41.94,0
NH,67,0,40,17.83,18.39,9.78,2.59,1,48.59,0
NE,148,0,0,30.31,24.02,8.15,3.08,1,65.56,0
MI,112,0,0,41.38,15.48,11.66,3.46,1,71.98,0
MT,58,0,29,40.87,10.11,7.39,3.02,1,61.39,0
NM,155,0,0,32.35,25.61,9.66,2.16,1,69.78,0
WY,113,0,0,26.35,28.1,8.52,3.65,1,66.62,0
AR,135,0,27,46.48,13.09,11.06,3.32,1,73.95,0
AR,59,0,29,22.63,18.8,5.92,1.84,1,49.19,0
MO,135,0,0,41.96,15.96,6.95,3.4,1,68.27,0
GA,75,0,0,19.94,17.09,4.86,3.29,1,45.18,0
OH,97,0,0,43.59,23.28,10.02,3,1,79.89,1
MA,88,0,0,45.02,20.86,7.22,4,1,77.1,1
UT,90,0,0,44.51,18.75,6.15,2.59,1,72,0
MD,112,0,0,28.97,17.02,11.62,3.13,1,60.74,0
NE,44,0,0,40.85,13.99,10.83,2.86,1,68.53,0
IL,149,0,0,11.75,11.59,8.18,1.7,1,33.22,0
UT,50,0,0,43.88,13.72,10.13,3.16,1,70.89,0
AZ,140,0,0,25.47,13.97,13.26,2.19,1,54.89,0
HI,166,0,0,30.84,21.57,5.05,3.13,1,60.59,0
VT,165,0,0,41.29,17.83,10.28,0,1,69.4,0
IA,130,0,0,25.57,19.59,8.38,3.32,1,56.86,0
MD,18,0,0,46.51,9.74,11.28,2.21,1,69.74,0
WV,95,0,0,29.78,20.77,3.41,2.03,1,55.99,0
FL,124,0,28,42.74,19.13,11.34,2.03,1,75.24,0
MI,93,1,0,36.87,17.63,9.98,4.73,1,69.21,1
AK,41,0,0,27.08,10.7,11.79,3,1,52.57,0
KS,143,0,24,31.72,18.87,10.57,3.13,1,64.29,0
VT,193,0,17,21.08,17.25,9.23,3.32,1,50.88,0
ID,148,0,14,15.91,16.47,6.52,4.73,1,43.63,0
NM,87,0,0,28.59,19.1,7.63,3.48,1,58.8,0
WV,112,0,0,44.44,13.13,5.89,3.13,1,66.59,0
OK,125,0,36,34.22,3.59,5.66,1.46,1,44.93,0
NE,194,0,0,8.23,23.89,9.83,4.91,1,46.86,0
TX,128,0,40,29.1,12.38,8.86,3.78,1,54.12,0
AL,47,0,28,24.02,14.28,5.11,2.11,1,45.52,0
RI,95,0,27,22.02,21.16,12.06,3.21,1,58.45,0
TX,58,0,20,33.07,18.16,10.65,2.57,1,64.45,0
WY,99,0,28,34.12,22.46,7.77,2.46,1,66.81,0
ID,99,0,0,24.75,8.36,10.39,2.94,1,46.44,0
DE,51,0,0,30.86,16.74,8.42,2.78,1,58.8,0
WI,44,1,0,10.59,23.38,6.24,2.92,1,43.13,0
SD,114,0,36,52.68,17.03,8.26,3.83,1,81.8,0
CO,90,0,30,31.25,19.52,6.48,2.08,1,59.33,0
CT,72,0,21,31.74,28.48,8.42,4.46,1,73.1,0
IN,113,0,0,35.6,29.52,11.07,2,1,78.19,1
NM,104,0,0,27.91,13.21,7.6,2.89,1,51.61,0
ME,165,0,0,25.59,16.41,14.02,2.78,1,58.8,0
AR,110,0,0,9.4,14,9.03,2.75,1,35.18,0
TX,90,1,0,37.71,17.32,9.71,2.27,1,67.01,0
NH,114,0,0,28.83,5.01,8.07,2,1,43.91,0
HI,87,0,28,25.74,12.95,11.25,0,1,49.94,0
AZ,84,0,0,27.03,14.27,7.54,3.32,1,52.16,0
WV,143,0,0,34.48,14.09,6.48,1.24,1,56.29,0
KY,90,0,0,32.93,13.11,13.46,3.43,1,62.93,0
UT,48,0,43,29.24,17.02,10.49,2.16,1,58.91,0
VA,153,0,0,33.22,13.14,6.43,3.13,1,55.92,0
KS,163,0,0,32.52,16.48,12.08,3.46,1,64.54,0
DC,126,0,0,20.81,12.22,7.07,3.11,1,43.21,0
VT,97,0,0,19.16,18.5,6.84,1.76,1,46.26,0
MT,13,0,31,45.1,12.55,11.67,3.48,1,72.8,0
VA,74,0,0,28.1,16.87,9.38,2.65,1,57,0
CO,111,0,24,34.94,18.64,9.72,3.78,1,67.08,0
ME,88,0,0,32.64,10.85,7,2.03,1,52.52,0
CT,105,0,0,36.28,17.42,8.09,2.57,1,64.36,0
CA,96,0,31,31.18,16.62,8.1,2.84,1,58.74,0
CO,139,0,0,23.48,13.98,6.07,2.24,1,45.77,0
ND,147,0,0,34.9,14.17,10.83,2.11,1,62.01,0
WY,171,0,0,39.3,16.04,9.31,3.32,1,67.97,0
IN,84,0,0,36.91,20.06,5.32,2.54,1,64.83,0
TX,75,1,0,37.81,27.8,9.36,2.35,1,77.32,1
CO,63,0,32,5.25,15.9,10.39,2.32,1,33.86,0
SC,108,0,0,31.86,16.99,9.72,3.4,1,61.97,0
CO,71,0,0,47.18,11.2,5.71,2.21,1,66.3,0
MS,137,0,0,25.02,16.39,7.77,2.75,1,51.93,0
MT,96,0,0,16.59,8.97,9.91,3.13,1,38.6,0
KS,99,0,0,32.5,13.93,10.96,3.81,1,61.2,0
MT,163,0,23,27.2,16.1,10.35,2.81,1,56.46,0
HI,99,0,0,10.69,19.64,7.6,2.3,1,40.23,0
CO,108,0,0,36.65,16.6,8.75,0.97,1,62.97,0
AZ,67,0,0,35.82,18.63,8.09,1.94,1,64.48,0
AK,127,0,0,30.99,14.44,8.28,2.51,1,56.22,0
KY,113,0,0,36.65,16.44,4.74,3.65,1,61.48,0
OR,129,0,36,32.78,15.05,9.74,4.43,1,62,0
WV,82,0,0,24.43,14.51,12.95,2.11,1,54,0
NJ,93,1,20,31.88,14.43,7.89,3.27,1,57.47,0
KS,68,0,0,27.12,20.47,9.46,3.08,1,60.13,0
MI,101,0,0,32.42,17.73,9.17,2.38,1,61.7,0
UT,67,0,20,39.2,16.07,7.3,2.54,1,65.11,0
LA,158,0,0,34.34,13.9,8.79,2.81,1,59.84,0
MT,78,0,0,32.59,20.52,9.16,2.46,1,64.73,0
WA,119,0,26,27.42,21.28,6.41,1.78,1,56.89,0
MI,120,0,0,25.6,10.12,10.48,1.73,1,47.93,0
KY,155,0,0,31.38,16.66,10.19,2.11,1,60.34,0
LA,106,0,0,37.52,22.97,5.47,2.35,1,68.31,0
NY,41,0,0,35.68,10.36,11.42,2.59,1,60.05,0
UT,112,0,0,19.69,20.68,8.31,3.54,1,52.22,0
NC,128,0,0,31.84,23.02,9.29,2.73,1,66.88,0
WY,161,1,0,32.23,22.73,8.3,0.35,1,63.61,0
MT,106,0,0,31.81,21.27,6.52,2.97,1,62.57,0
MN,179,0,0,29.02,16.24,9.66,3.59,1,58.51,0
MA,127,1,0,30.07,14.27,8.2,2.08,1,54.62,1
OR,80,0,0,27.39,16.9,10.28,2.86,1,57.43,0
WV,112,1,0,27.52,17.08,6.03,2.89,1,53.52,0
NV,69,1,33,46.16,21.54,7.44,2.21,1,77.35,1
HI,73,0,0,31.84,20.37,7.54,4.08,1,63.83,0
DE,92,0,0,33.49,22.89,7.15,2.92,1,66.45,0
AZ,113,0,32,30.67,11,7.51,2.27,1,51.45,0
AZ,100,0,26,26.13,11.71,9.61,4.29,1,51.74,0
MN,96,0,27,44.42,18.78,8.07,3.05,1,74.32,0
ME,108,0,0,41.85,17.2,8.1,2.54,1,69.69,0
WA,134,0,0,35.41,21.56,13.1,3.4,1,73.47,0
GA,56,0,30,21.61,14.63,8.76,3.27,1,48.27,0
DE,171,0,17,31.77,20.4,9.04,1.57,1,62.78,0
AK,156,0,0,21.03,8.76,8.52,3.54,1,41.85,0
OH,83,0,0,38.74,17.64,9.53,3.27,1,69.18,0
MN,150,0,0,24.87,17.23,10.56,3.54,1,56.2,0
AL,134,0,0,30.26,13.07,10.65,3.16,1,57.14,0
PA,77,0,24,25.4,10.53,7.84,2.73,1,46.5,0
MO,74,0,0,29.26,17.99,8.2,3.13,1,58.58,0
IL,138,1,0,28.78,18.52,8.29,2.54,1,58.13,0
GA,27,0,0,12.36,17.73,2.96,2.67,1,35.72,0
VT,107,0,28,34.31,25.92,10.15,3.21,1,73.59,0
DC,88,0,17,37.32,18.88,8.47,4.35,1,69.02,0
AL,102,0,0,38.2,11,7.54,4.27,1,61.01,0
ND,146,0,19,30.02,13.83,9.7,3.94,1,57.49,0
NE,96,0,0,30.7,16.23,13.3,2.78,1,63.01,1
NV,160,0,0,29.95,16.66,11.88,2.48,1,60.97,0
WI,129,0,37,34.85,14.06,8.32,3.16,1,60.39,0
MO,58,0,0,25.4,16.7,9.43,4.02,1,55.55,0
MO,45,0,0,35.29,12.98,9.8,3.35,1,61.42,0
NV,86,0,0,24.02,13.12,9.48,2.21,1,48.83,0
OK,149,0,43,35.14,14.84,10.87,2.94,1,63.79,0
MA,160,0,0,28.36,20.06,13.84,2.51,1,64.77,0
HI,132,0,15,26.28,20.88,6.69,2.46,1,56.31,0
CO,137,0,0,21.59,27.47,6.48,2.03,1,57.57,0
FL,129,1,0,45.46,17.36,5.03,1.59,1,69.44,0
WI,62,0,0,47.77,13.65,3.51,0,1,64.93,0
WY,32,0,0,29.1,15.78,9.15,2.75,1,56.78,0
FL,130,0,0,27.68,24.68,5.17,1.94,1,59.47,0
WY,42,0,0,24.87,21.75,2.03,2.16,1,50.81,0
IA,128,0,0,27,22.51,12.15,2.05,1,63.71,0
AZ,87,0,0,18.85,13.47,9.34,1.67,1,43.33,0
LA,109,0,27,28.37,18.8,8.88,3.32,1,59.37,1
WY,125,0,0,23.82,17.82,11.88,2.16,1,55.68,0
MD,61,0,0,44.2,17.89,10.56,2.43,1,75.08,1
UT,118,0,24,20.08,9.32,11.05,4.56,1,45.01,0
GA,50,0,24,36.43,24.63,14.06,2.86,1,77.98,0
PA,52,0,0,36.7,18.45,15.43,1.4,1,71.98,0
TX,125,0,0,34.58,10.94,8.57,2.97,1,57.06,0
VA,143,0,0,18.72,14.37,7.5,2.48,1,43.07,0
RI,65,0,0,18.87,18.68,9.09,1.19,1,47.83,0
WI,80,0,0,40.78,12.1,16.39,2.51,1,71.78,0
NC,43,0,0,14.31,6.87,8.82,2.92,1,32.92,0
HI,24,0,0,41.12,12.34,9.65,1.78,1,64.89,0
OK,74,0,0,34.07,26.28,6.84,2.7,1,69.89,0
KY,74,1,0,21.39,17.65,9.33,3.81,1,52.18,1
AL,200,0,0,21.79,11.32,7.99,3.02,1,44.12,0
TX,130,0,0,20.49,16.12,12.15,3.86,1,52.62,0
OR,132,0,0,32.62,17.59,12.24,3.4,1,65.85,0
ID,99,0,0,27.15,13.21,11.51,2.27,1,54.14,0
AL,87,0,0,40.32,18.92,7.8,2.97,1,70.01,0
AK,108,0,0,17.51,20.6,7.66,2.13,1,47.9,0
MO,142,0,30,26.18,14.09,12.15,2.92,1,55.34,0
NY,9,0,31,32.95,17.22,8.6,3.59,1,62.36,0
NM,122,0,33,29.73,21.1,7.41,3.65,1,61.89,1
VT,85,0,0,29.99,19.12,9.88,3.11,1,62.1,0
LA,87,0,0,38.88,13.86,6.93,3.19,1,62.86,0
MO,103,0,24,19.01,20.37,12.07,1.86,1,53.31,0
ND,84,0,33,27.05,12.73,9.6,3.51,1,52.89,0
MN,92,0,0,36.11,19.09,9.96,2.43,1,67.59,0
NV,77,0,0,24.19,26.04,8.84,2.67,1,61.74,0
NY,64,1,0,58.96,21.21,12.39,3.59,1,96.15,1
FL,159,0,15,19.36,12.35,8.78,3.19,1,43.68,0
KS,110,1,27,45.54,22.38,8.01,2.24,1,78.17,1
NV,178,0,0,46.82,15.94,6.62,3.67,1,73.05,0
MI,45,0,26,15.59,12.8,2.85,2.08,1,33.32,0
NV,94,0,0,32.4,12.95,6.51,2.03,1,53.89,0
TN,140,0,0,21.3,14.25,11.73,2.27,1,49.55,0
DE,64,0,27,34.22,12.22,6.76,3.32,1,56.52,0
NY,181,0,0,24.36,16.62,10.05,1.62,1,52.65,0
SC,41,0,0,24.41,12.95,8.75,2.32,1,48.43,0
WY,76,0,0,44.78,19.58,7.68,3.08,1,75.12,1
AK,146,1,0,22.61,22.34,9.64,3.02,1,57.61,0
UT,161,1,0,33.01,21.2,11.47,3.48,1,69.16,1
KS,70,0,0,37.88,18.35,10.06,0,1,66.29,0
UT,87,0,0,24.87,14.6,7.54,1.43,1,48.44,0
IN,87,0,0,39.92,11.98,9.19,2.57,1,63.66,0
OK,79,0,0,24.99,14.08,10.94,2.27,1,52.28,0
OR,98,1,0,2.13,21.81,7.62,2.08,1,33.64,0
AK,50,0,0,31.21,4.98,9.12,2.35,1,47.66,0
WV,86,0,38,20.91,11.38,6.22,3.59,1,42.1,0
NM,174,0,0,40.66,16.02,4.75,2.38,1,63.81,0
OH,124,0,0,32.81,7.63,7.78,4.13,1,52.35,0
RI,190,0,26,19.84,12.4,7.88,2.67,1,42.79,0
HI,101,0,0,15.95,12.75,10.85,2.89,1,42.44,0
LA,118,0,0,31.86,15.11,10.5,3.29,1,60.76,0
NV,22,0,0,27.27,18.54,8.68,3.38,1,57.87,0
MN,75,0,0,24.34,17.77,7.79,3.21,1,53.11,0
MO,164,0,25,37.25,12.88,2.25,3.86,1,56.24,0
MN,158,0,0,35.68,18.81,9.45,2.21,1,66.15,0
NC,64,0,19,49.49,19.27,9.86,2.03,1,80.65,0
FL,109,0,0,36.89,17.6,12.06,2.21,1,68.76,0
SD,148,0,0,31.48,14.48,7.43,2.57,1,55.96,0
ID,106,0,0,46.65,16.88,7.24,1.62,1,72.39,0
KY,57,0,29,47.58,18.96,11.33,3.51,1,81.38,0
ND,98,0,0,31.82,16.63,8.18,1.38,1,58.01,0
WI,116,0,35,34.07,23.19,9.65,2.24,1,69.15,0
